category,name,addr,website,website_domain,maps,phone,brand,lat,lon,osm_type,osm_id
shop=clothes,Tango's,Fownes Street Upper Dublin,https://tangos.ie/,tangos.ie,"https://www.google.com/maps/search/?api=1&query=53.3447168,-6.2634515",,,53.3447168,-6.2634515,node,12035318313
shop=clothes,Teamwear,Dublin,https://www.teamwear.ie/,teamwear.ie,"https://www.google.com/maps/search/?api=1&query=53.3060237,-6.3515884",,,53.3060237,-6.3515884,node,12219097533
shop=clothes,Ted Baker,42 Grafton Street Dublin,https://www.tedbaker.com/ie/stores/DUBLIN---TED-BAKER/70076?country=IE,tedbaker.com,"https://www.google.com/maps/search/?api=1&query=53.340619,-6.2603244",,Ted Baker,53.340619,-6.2603244,way,230479379
shop=clothes,The Little Wooden Peg,55 Georges Street Upper Dún Laoghaire A96 DK26,https://thelittlewoodenpeg.com/,thelittlewoodenpeg.com,"https://www.google.com/maps/search/?api=1&query=53.2898164,-6.1305591",,,53.2898164,-6.1305591,node,658492246
shop=clothes,The North Face,43 Grafton Street Dublin,https://locations.thenorthface.eu/dublin/dublin/TNFSD-GS42D/,locations.thenorthface.eu,"https://www.google.com/maps/search/?api=1&query=53.3405977,-6.260633",,The North Face,53.3405977,-6.260633,node,6187145162
shop=clothes,The North Face,Town Square Dundrum,https://www.thenorthface.ie/,thenorthface.ie,"https://www.google.com/maps/search/?api=1&query=53.2878511,-6.2426011",+353 51 207 9059,The North Face,53.2878511,-6.2426011,node,11918204467
shop=clothes,The One,Castlewood Avenue D06 K2F3,https://www.theone.ie/,theone.ie,"https://www.google.com/maps/search/?api=1&query=53.3227378,-6.2643048",,,53.3227378,-6.2643048,node,5083380020
shop=clothes,The Turret,Castle Market Dublin,https://theturret.ie/,theturret.ie,"https://www.google.com/maps/search/?api=1&query=53.3423771,-6.2627453",,,53.3423771,-6.2627453,node,6984776458
shop=clothes,The Woollen Mills,42 Ormond Quay Lower Dublin,https://www.thewoollenmills.com/,thewoollenmills.com,"https://www.google.com/maps/search/?api=1&query=53.3467395,-6.2635284",,,53.3467395,-6.2635284,node,1720988548
shop=clothes,Timberland,31 Anne Street South Dublin,https://www.timberland.ie/,timberland.ie,"https://www.google.com/maps/search/?api=1&query=53.3409839,-6.260014",,Timberland,53.3409839,-6.260014,way,249212456
shop=clothes,Tola Vintage,Fownes Street Upper Dublin,https://www.tolavintage.com,tolavintage.com,"https://www.google.com/maps/search/?api=1&query=53.3452485,-6.2632943",,,53.3452485,-6.2632943,node,6112928288
shop=clothes,Uniform Warehouse,Stillorgan Road Dublin,https://uniformwarehouse.ie,uniformwarehouse.ie,"https://www.google.com/maps/search/?api=1&query=53.309995,-6.2168694",(01) 283 0173,,53.309995,-6.2168694,node,3529067536
shop=clothes,United Colors of Benetton,59 Grafton Street Dublin,https://ie.benetton.com/,ie.benetton.com,"https://www.google.com/maps/search/?api=1&query=53.340437,-6.2609496",+353-1-6728698,United Colors of Benetton,53.340437,-6.2609496,node,6185260263
shop=clothes,United Colors of Benetton,St. Stephen's Green Dublin,https://ie.benetton.com/,ie.benetton.com,"https://www.google.com/maps/search/?api=1&query=53.3397686,-6.2611593",,United Colors of Benetton,53.3397686,-6.2611593,node,9217315840
shop=clothes,Urban Outfitters,7a Fownes Street Upper Dublin,https://www.urbanoutfitters.com/stores/temple-bar,urbanoutfitters.com,"https://www.google.com/maps/search/?api=1&query=53.3452234,-6.2637314",,Urban Outfitters,53.3452234,-6.2637314,way,441055582
shop=clothes,Victoria's Secret,Grafton Street Dublin,https://www.victoriassecret.ie/,victoriassecret.ie,"https://www.google.com/maps/search/?api=1&query=53.341524,-6.2601293",,Victoria's Secret,53.341524,-6.2601293,node,6205682336
shop=clothes,Weavers of Ireland,9 Westmoreland Street Dublin,https://weaversofireland.com/,weaversofireland.com,"https://www.google.com/maps/search/?api=1&query=53.3459126,-6.2594181",,,53.3459126,-6.2594181,node,467744850
shop=clothes,Yaya,7 George's Street Upper Dún Laoghaire,https://yaya.eu/pages/yaya-dun-laoghaire,yaya.eu,"https://www.google.com/maps/search/?api=1&query=53.2920683,-6.1358471",+353 83 404 8243,,53.2920683,-6.1358471,node,10673795299
shop=clothes,Zara,Henry Street Dublin,https://www.zara.com/,zara.com,"https://www.google.com/maps/search/?api=1&query=53.3492538,-6.2644175",,Zara,53.3492538,-6.2644175,node,5377094314
shop=computer,511 Tech Solutions,511 North Circular Road Dublin,http://511techsolutions.com/,511techsolutions.com,"https://www.google.com/maps/search/?api=1&query=53.359536,-6.259787",+353 1 8197834,,53.359536,-6.259787,node,3465847948
shop=computer,Castle Computers,,https://www.castlecomputers.ie/,castlecomputers.ie,"https://www.google.com/maps/search/?api=1&query=53.3560626,-6.2649656",,,53.3560626,-6.2649656,node,650350878
shop=computer,Computer King,23 Main Street,https://computerking.ie/,computerking.ie,"https://www.google.com/maps/search/?api=1&query=53.3958081,-6.4401495",+353-1-6831518,,53.3958081,-6.4401495,node,6344025087
shop=computer,Express Tech,Baggot Street Lower Dublin,https://www.expresstech.ie/,expresstech.ie,"https://www.google.com/maps/search/?api=1&query=53.3362604,-6.2485032",,,53.3362604,-6.2485032,node,4806183921
shop=computer,FixIT,,https://www.fixitireland.ie/,fixitireland.ie,"https://www.google.com/maps/search/?api=1&query=53.3019007,-6.1800966",+353-1-210-1012,,53.3019007,-6.1800966,node,4938934822
shop=computer,IT Star,Georges Street Upper,https://itstar.ie/,itstar.ie,"https://www.google.com/maps/search/?api=1&query=53.292322,-6.1356524",+353-1-558-9306,,53.292322,-6.1356524,node,8855254682
shop=computer,LaptopLab at Back From The Future,58 South Great George's Street Dublin,https://backfromthefuture.ie/,backfromthefuture.ie,"https://www.google.com/maps/search/?api=1&query=53.3421458,-6.2648817",+353-1-4757177,,53.3421458,-6.2648817,node,5546148377
shop=computer,Laptoplab,Unit 11 Main Street Donnybrook,https://backfromthefuture.ie/,backfromthefuture.ie,"https://www.google.com/maps/search/?api=1&query=53.3223548,-6.2377751",+353-1-531-0400,,53.3223548,-6.2377751,node,5167945446
shop=computer,New Paddy,68 Convent Road Dún Laoghaire,https://www.newpaddy.ie,newpaddy.ie,"https://www.google.com/maps/search/?api=1&query=53.2924642,-6.1372168",+353-1-230-3852,,53.2924642,-6.1372168,node,6179505934
shop=computer,PC House,Dublin,https://www.pchouse.ie/,pchouse.ie,"https://www.google.com/maps/search/?api=1&query=53.3555815,-6.2645275",,,53.3555815,-6.2645275,node,11210667189
shop=computer,Printbox,Dorset Street Upper,http://printbox.ie/,printbox.ie,"https://www.google.com/maps/search/?api=1&query=53.3562522,-6.265289",+353-85-7079001,,53.3562522,-6.265289,node,5384454767
shop=computer,Select,King Street South Dublin,https://ie.selectonline.com/,ie.selectonline.com,"https://www.google.com/maps/search/?api=1&query=53.340386,-6.262067",,,53.340386,-6.262067,node,2411968976
shop=computer,Select,D16 KD91,https://ie.selectonline.com,ie.selectonline.com,"https://www.google.com/maps/search/?api=1&query=53.2871795,-6.2419778",0818 66 8888,,53.2871795,-6.2419778,node,11199853707
shop=computer,Select,111 Grafton Street Dublin,https://ie.selectonline.com/,ie.selectonline.com,"https://www.google.com/maps/search/?api=1&query=53.343656,-6.2595304",,,53.343656,-6.2595304,way,261260362
shop=computer,Tech4U,44 Fairview Strand,https://tech4u.ie,tech4u.ie,"https://www.google.com/maps/search/?api=1&query=53.36267,-6.2398236",+353 1 8069 853,,53.36267,-6.2398236,way,983727330
shop=computer,WestTech Technologies,112-114 Ardilaun Court,https://westtech.ie/,westtech.ie,"https://www.google.com/maps/search/?api=1&query=53.340798,-6.2725989",(01) 437 8306,,53.340798,-6.2725989,node,9344490428
shop=electronics,Bowen Electrical Wholesalers Ltd.,Brookfield Terrace,http://www.bowenelectrical.com/,bowenelectrical.com,"https://www.google.com/maps/search/?api=1&query=53.2956575,-6.1790115",,,53.2956575,-6.1790115,node,3745276608
shop=electronics,CQ Commuunications,22 Ormond Quay Lower Dublin,https://cqcomms.com/,cqcomms.com,"https://www.google.com/maps/search/?api=1&query=53.3463766,-6.2653823",+353 1 8722752,,53.3463766,-6.2653823,node,3477082226
shop=electronics,CeX,23 George's Street Great South Dublin,https://ie.webuy.com/site/storeDetail?branchId=1536,ie.webuy.com,"https://www.google.com/maps/search/?api=1&query=53.3424244,-6.2643676",,CeX,53.3424244,-6.2643676,node,2997549699
shop=electronics,CeX,13 Westmoreland Street Dublin,https://ie.webuy.com/site/storeDetail?branchId=1524,ie.webuy.com,"https://www.google.com/maps/search/?api=1&query=53.3461991,-6.2594034",,CeX,53.3461991,-6.2594034,node,3450095069
shop=electronics,CeX,68 George's Street Lower Dún Laoghaire A96HX37,https://ie.webuy.com/,ie.webuy.com,"https://www.google.com/maps/search/?api=1&query=53.2925865,-6.1369586",,CeX,53.2925865,-6.1369586,node,6178819985
shop=electronics,Currys,9 Carrickmines Park,https://www.currys.ie/,currys.ie,"https://www.google.com/maps/search/?api=1&query=53.2503644,-6.1850358",,currys,53.2503644,-6.1850358,node,943370453
shop=electronics,Currys,Mary Street Dublin,https://www.currys.ie/,currys.ie,"https://www.google.com/maps/search/?api=1&query=53.3478127,-6.2656875",,currys,53.3478127,-6.2656875,node,6789905190
shop=electronics,DID Electrical,Mornington Park Dublin,https://www.did.ie/,did.ie,"https://www.google.com/maps/search/?api=1&query=53.3822046,-6.208021",+353 1 8513322,DID Electrical,53.3822046,-6.208021,node,1529996771
shop=electronics,DID Electrical,81 Kilmacud Road Lower Stillorgan,https://www.did.ie/stores/stillorgan,did.ie,"https://www.google.com/maps/search/?api=1&query=53.2889249,-6.2045087",+353-1-288-4174,DID Electrical,53.2889249,-6.2045087,node,4078519907
shop=electronics,KDElectronics.ie,Muirfield Drive Dublin,http://KDElectronics.ie,kdelectronics.ie,"https://www.google.com/maps/search/?api=1&query=53.3291793,-6.3330422",,,53.3291793,-6.3330422,node,11179667544
shop=electronics,Music Maker,29 Exchequer Street Dublin,https://musicmaker.ie/,musicmaker.ie,"https://www.google.com/maps/search/?api=1&query=53.3432193,-6.2625891",+353 16779004,,53.3432193,-6.2625891,node,4100276891
shop=electronics,MySatNav.ie,93 George's Street Upper Dún Laoghaire A96 V1K8,https://www.mysatnav.ie,mysatnav.ie,"https://www.google.com/maps/search/?api=1&query=53.2911848,-6.1329629",+353 1 293 6987,Garmin; Shokz; Withings,53.2911848,-6.1329629,node,12061087833
shop=electronics,Power City,,https://powercity.ie/,powercity.ie,"https://www.google.com/maps/search/?api=1&query=53.2783225,-6.1412515",,,53.2783225,-6.1412515,node,13088778479
shop=electronics,Power City,Malahide Road Dublin,https://powercity.ie/,powercity.ie,"https://www.google.com/maps/search/?api=1&query=53.3920502,-6.1918011",,,53.3920502,-6.1918011,way,339519160
shop=electronics,Safesounds,4 Richmond Road Dublin,http://www.safesounds.ie/,safesounds.ie,"https://www.google.com/maps/search/?api=1&query=53.3686207,-6.2548035",+353 1 8375357,,53.3686207,-6.2548035,node,3140481198
shop=electronics,Smart Mobile,Dame Street Dublin,https://smartmobiles.ie/,smartmobiles.ie,"https://www.google.com/maps/search/?api=1&query=53.3442684,-6.2666781",,,53.3442684,-6.2666781,node,2710596556
shop=electronics,Utech Charlestown,Saint Margaret's Road,http://www.utech.ie,utech.ie,"https://www.google.com/maps/search/?api=1&query=53.4040907,-6.3033139",+353 89 445 0488,,53.4040907,-6.3033139,node,13525591301
shop=electronics,V-GSM,7 Carysfort Avenue Blackrock A94 K6Y5,http://v-gsm.com/,v-gsm.com,"https://www.google.com/maps/search/?api=1&query=53.3007707,-6.1776214",+353-1-555-6686,,53.3007707,-6.1776214,node,3730419534
shop=mobile_phone,3 Store,Mary Street Dublin,https://www.three.ie/,three.ie,"https://www.google.com/maps/search/?api=1&query=53.3490335,-6.2646883",,3 Store,53.3490335,-6.2646883,node,5377095226
shop=mobile_phone,3 Store,Sandyford Road,https://three.ie,three.ie,"https://www.google.com/maps/search/?api=1&query=53.2866421,-6.2412094",,3 Store,53.2866421,-6.2412094,node,11825145016
shop=mobile_phone,3 Store,75 George's Street Lower Dún Laoghaire,https://www.three.ie/,three.ie,"https://www.google.com/maps/search/?api=1&query=53.2923452,-6.1364667",,3 Store,53.2923452,-6.1364667,way,58693014
shop=mobile_phone,3 Store,46 Grafton Street Dublin,https://www.three.ie/stores/three-store-grafton-street,three.ie,"https://www.google.com/maps/search/?api=1&query=53.3403665,-6.2604938",,3 Store,53.3403665,-6.2604938,way,230479377
shop=mobile_phone,3 Store,35 Henry Street Dublin,https://www.three.ie/stores/three-store-henry-street,three.ie,"https://www.google.com/maps/search/?api=1&query=53.3497656,-6.2612514",,3 Store,53.3497656,-6.2612514,way,435840491
shop=mobile_phone,FM Mobiles,40 George's Street Great South Dublin,http://fmmobiles.ie/,fmmobiles.ie,"https://www.google.com/maps/search/?api=1&query=53.3418268,-6.2647615",+353 1 6750692,,53.3418268,-6.2647615,node,2997543387
shop=mobile_phone,IT Star,Rathmines Road Lower Dublin,https://itstar.ie/,itstar.ie,"https://www.google.com/maps/search/?api=1&query=53.3221106,-6.2655744",,,53.3221106,-6.2655744,node,2797135300
shop=mobile_phone,Mr. iPhone,2 Clanbrassil Street Upper Dublin,http://mriphonedublin.com/,mriphonedublin.com,"https://www.google.com/maps/search/?api=1&query=53.3320771,-6.2753727",+353 1 4411211,,53.3320771,-6.2753727,node,3028081128
shop=mobile_phone,Pair,32 Wicklow Street Dublin,https://pairmobile.ie/,pairmobile.ie,"https://www.google.com/maps/search/?api=1&query=53.3429539,-6.2611356",+353 170 79926,,53.3429539,-6.2611356,node,4100276892
shop=mobile_phone,Vodafone,Rock Hill Blackrock,https://www.vodafone.ie/,vodafone.ie,"https://www.google.com/maps/search/?api=1&query=53.3012784,-6.1813951",353-1-283-4111,Vodafone,53.3012784,-6.1813951,node,6680215401
shop=mobile_phone,Vodafone,,https://n.vodafone.ie/,n.vodafone.ie,"https://www.google.com/maps/search/?api=1&query=53.2925576,-6.1353506",+353 1 901 1113,Vodafone,53.2925576,-6.1353506,node,10918210702
shop=mobile_phone,Vodafone,48 Grafton Street Dublin,https://n.vodafone.ie/,n.vodafone.ie,"https://www.google.com/maps/search/?api=1&query=53.340272,-6.2605039",,Vodafone,53.340272,-6.2605039,way,230479371
shop=mobile_phone,iDFL,A96 HD51,https://idflmobile.com/,idflmobile.com,"https://www.google.com/maps/search/?api=1&query=53.2929732,-6.1395314",+353-1-561-4032,,53.2929732,-6.1395314,node,9407869217
shop=shoes,ASICS,43-44 O'Connell Street Lower Dublin,https://www.asics.com/ie/en-ie/store/0000004991/,asics.com,"https://www.google.com/maps/search/?api=1&query=53.3484908,-6.2601383",,ASICS,53.3484908,-6.2601383,node,10114707286
shop=shoes,Camper,Wicklow Street Dublin,https://www.camper.com/en_IE/shops/ireland/dublin/store_shoes_10_wicklow_st_dublin2-T101,camper.com,"https://www.google.com/maps/search/?api=1&query=53.3429349,-6.2606343",,Camper,53.3429349,-6.2606343,node,2826505974
shop=shoes,Carl Scarpa,Kilmacud Road Lower,https://www.carlscarpa.com/,carlscarpa.com,"https://www.google.com/maps/search/?api=1&query=53.289144,-6.2004512",+353-1-278-2644,,53.289144,-6.2004512,node,4080220589
shop=shoes,Carl Scarpa,Grafton Street Dublin,https://www.carlscarpa.com/en/Grafton-Street-Carl-Scarpa/cc-36.aspx,carlscarpa.com,"https://www.google.com/maps/search/?api=1&query=53.3417348,-6.2599907",,,53.3417348,-6.2599907,node,6772160814
shop=shoes,Clarks,Henry Street Dublin,https://www.clarks.ie/store-locator/Ireland/DUBLIN1/1901,clarks.ie,"https://www.google.com/maps/search/?api=1&query=53.3494515,-6.2618162",,Clarks,53.3494515,-6.2618162,node,10079507997
shop=shoes,Clarks,85-86 Grafton Street Dublin,https://www.clarks.ie/store-locator/Ireland/DUBLIN2/1903,clarks.ie,"https://www.google.com/maps/search/?api=1&query=53.3421305,-6.2602567",,Clarks,53.3421305,-6.2602567,way,271686285
shop=shoes,Cripps,4 Terenure Place Dublin,https://www.facebook.com/CrippsFootwear,facebook.com,"https://www.google.com/maps/search/?api=1&query=53.3095416,-6.2842708",+353 1 4907237,,53.3095416,-6.2842708,node,3108833952
shop=shoes,Dr. Martens,Grafton Street Dublin,https://www.drmartens.com/,drmartens.com,"https://www.google.com/maps/search/?api=1&query=53.3419092,-6.2597711",,Dr. Martens,53.3419092,-6.2597711,node,5781768897
shop=shoes,Dr. Martens,83 Grafton Street Dublin D02F798,https://www.drmartens.com/,drmartens.com,"https://www.google.com/maps/search/?api=1&query=53.3419713,-6.2601522",,Dr. Martens,53.3419713,-6.2601522,way,271686283
shop=shoes,Dubarry of Ireland,35 College Green Dublin,https://www.dubarry.com/ie/,dubarry.com,"https://www.google.com/maps/search/?api=1&query=53.3441711,-6.2598554",+353 1 6779001,,53.3441711,-6.2598554,node,3003815620
shop=shoes,Dune London,69 Grafton Street Dublin,https://www.dunelondon.com,dunelondon.com,"https://www.google.com/maps/search/?api=1&query=53.3410866,-6.260689",,Dune London,53.3410866,-6.260689,node,6187145170
shop=shoes,Dune London,Sandyford Road,https://www.dunelondon.com/,dunelondon.com,"https://www.google.com/maps/search/?api=1&query=53.2868943,-6.2418515",,,53.2868943,-6.2418515,node,11825051329
shop=shoes,Ecco,11 Wicklow Street Dublin,https://ie.ecco.com/en-IE/CustomerCare/StoreFinder?lat=53.3430838&lng=-6.2613875&id=0001051205,ie.ecco.com,"https://www.google.com/maps/search/?api=1&query=53.3429552,-6.2607001",,Ecco,53.3429552,-6.2607001,node,2826508118
shop=shoes,Ecco,Old Dublin Road,https://ie.ecco.com/en-IE,ie.ecco.com,"https://www.google.com/maps/search/?api=1&query=53.2896302,-6.2008088",+353-1-288-0859,Ecco,53.2896302,-6.2008088,node,3584234272
shop=shoes,Ecco,14 George's Street Upper Dún Laoghaire,https://ie.ecco.com/,ie.ecco.com,"https://www.google.com/maps/search/?api=1&query=53.2918241,-6.135297",,Ecco,53.2918241,-6.135297,node,4558970185
shop=shoes,Ecco,30 Grafton Street Dublin,https://ie.ecco.com/en-IE/CustomerCare/StoreFinder?lat=53.34157131&lng=-6.260051728&id=0001044461,ie.ecco.com,"https://www.google.com/maps/search/?api=1&query=53.3414293,-6.2601208",,Ecco,53.3414293,-6.2601208,way,249260481
shop=shoes,Fay's Dancing Shoes,54 Dorset Street Lower,https://www.fays-shoes.com/,fays-shoes.com,"https://www.google.com/maps/search/?api=1&query=53.36099,-6.2598569",+353-1-8555421,,53.36099,-6.2598569,node,1350207383
shop=shoes,Foot Locker,49 O'Connell Street Lower Dublin D01 CK02,https://stores.footlocker.ie/en/ie-d/dublin/49-lower-oconnell-street-205_31_04703.html,stores.footlocker.ie,"https://www.google.com/maps/search/?api=1&query=53.3479579,-6.2600285",+35315691038,Foot Locker,53.3479579,-6.2600285,way,249210751
shop=shoes,Foot Solutions,Old Dublin Road,https://www.footsolutions.ie/stillorgan/,footsolutions.ie,"https://www.google.com/maps/search/?api=1&query=53.2897028,-6.2004893",+353 1 2121 040,Foot Solutions,53.2897028,-6.2004893,node,3750529743
shop=shoes,Foot Solutions,61 George's Street Great South Dublin,https://www.footsolutions.ie/locations/foot-solutions-georges-street/,footsolutions.ie,"https://www.google.com/maps/search/?api=1&query=53.3423131,-6.2650033",,Foot Solutions,53.3423131,-6.2650033,way,549576992
shop=shoes,King of Trainers,40 Grafton Street Dublin,https://www.jdsports.com/king-of-trainers,jdsports.com,"https://www.google.com/maps/search/?api=1&query=53.3407731,-6.26055",,,53.3407731,-6.26055,node,6187145164
shop=shoes,Office,,https://www.office.co.uk/view/content/storelocator?storename=Office%20Dundrum,office.co.uk,"https://www.google.com/maps/search/?api=1&query=53.286611,-6.2410258",,Office,53.286611,-6.2410258,node,11940354103
shop=shoes,Office,7 Grafton Street Dublin,https://www.office.co.uk/view/content/storelocator?storename=Office%20Grafton%20Street,office.co.uk,"https://www.google.com/maps/search/?api=1&query=53.3427431,-6.259378",,Office,53.3427431,-6.259378,way,271971145
shop=shoes,RAINS,Wicklow Street Dublin,https://www.rains.com/,rains.com,"https://www.google.com/maps/search/?api=1&query=53.3431077,-6.2615758",,,53.3431077,-6.2615758,node,12093934863
shop=shoes,Scarlet Slippers,134 Terenure Road North Dublin,https://scarletslippersterenure.wordpress.com/,scarletslippersterenure.wordpress.com,"https://www.google.com/maps/search/?api=1&query=53.3101576,-6.2835857",+353 1 4990532,,53.3101576,-6.2835857,node,3106286538
shop=shoes,Schuh,47-48 O'Connell Street Lower Dublin D01 PK22,https://www.schuh.ie/stores/dublin-o'connell-street/,schuh.ie,"https://www.google.com/maps/search/?api=1&query=53.3480421,-6.2600419",+353-1-2476147,Schuh,53.3480421,-6.2600419,way,249210757
shop=shoes,Shoe,18 Georges Street Upper Dún Laoghaire A96 T1X6,https://shoeonline.ie,shoeonline.ie,"https://www.google.com/maps/search/?api=1&query=53.2917175,-6.1349764",+353-1-280-3114,,53.2917175,-6.1349764,node,6184960052
shop=shoes,Size,26 Wicklow Street Dublin,https://www.sizeofficial.ie/store-locator/dublin/251/,sizeofficial.ie,"https://www.google.com/maps/search/?api=1&query=53.3429758,-6.2615969",,,53.3429758,-6.2615969,node,4583102538
shop=shoes,Thomas Patrick,77 Grafton Street Dublin,https://www.thomaspatrick.com/,thomaspatrick.com,"https://www.google.com/maps/search/?api=1&query=53.3416378,-6.2603972",,,53.3416378,-6.2603972,way,249263087
shop=shoes,dopl.,36 Wicklow Street Dublin,https://dopl.ie,dopl.ie,"https://www.google.com/maps/search/?api=1&query=53.3428324,-6.2608395",+353-1-675-3766,Birkenstock,53.3428324,-6.2608395,way,273993000
